"AptName","Target","TargetFullName","EntrezGeneSymbol","UniProt"
"seq.5250.53","IMDH2","Inosine-5'-monophosphate dehydrogenase 2","IMPDH2","P12268"
"seq.5252.33","PDE11","Dual 3';5'-cyclic-AMP and -GMP phosphodiesterase 11A","PDE11A","Q9HCR9"
"seq.5253.1","PDE1A","Calcium/calmodulin-dependent 3';5'-cyclic nucleotide phosphodiesterase 1A","PDE1A","P54750"
"seq.5254.69","PDE3A","cGMP-inhibited 3';5'-cyclic phosphodiesterase A","PDE3A","Q14432"
"seq.5255.22","PDE4D","cAMP-specific 3';5'-cyclic phosphodiesterase 4D","PDE4D","Q08499"
"seq.5256.86","PDE5A","cGMP-specific 3';5'-cyclic phosphodiesterase","PDE5A","O76074"
"seq.5259.2","TAK1-TAB1","Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion","MAP3K7|TAB1","O43318|Q15750"
"seq.5260.80","TYK2","Non-receptor tyrosine-protein kinase TYK2","TYK2","P29597"
"seq.5261.13","ABL2","Abelson tyrosine-protein kinase 2","ABL2","P42684"
"seq.5262.57","BCAR3:SH2","Breast cancer anti-estrogen resistance protein 3:Src Homology domain","BCAR3","O75815"
"seq.5264.65","calreticulin","Calreticulin","CALR","P27797"
"seq.5265.12","GRB2-related adapter protein 2","GRB2-related adapter protein 2","GRAP2","O75791"
"seq.5268.49","MMP-16","Matrix metalloproteinase-16","MMP16","P51512"
"seq.5272.55","SHC1:SH2","SHC-transforming protein 1:Src Homology domain","SHC1","P29353"
"seq.5275.28","VAV","Proto-oncogene vav","VAV1","P15498"
"seq.5280.68","GHC2","Mitochondrial glutamate carrier 2","SLC25A18","Q9H1K4"
"seq.5301.7","Eotaxin","Eotaxin","CCL11","P51671"
"seq.5307.12","Coagulation Factor IXab","Coagulation factor IXab","F9","P00740"
"seq.5312.49","Apo E2","Apolipoprotein E (isoform E2)","APOE","P02649"
"seq.5315.22","Troponin T","Troponin T; cardiac muscle","TNNT2","P45379"
"seq.5337.64","B7-2","T-lymphocyte activation antigen CD86","CD86","P42081"
"seq.5339.49","calgranulin B","Protein S100-A9","S100A9","P06702"
"seq.5340.24","Caspase-10:region 1","Caspase-10:region 1","CASP10","Q92851"
"seq.5343.74","CBPE","Carboxypeptidase E","CPE","P16870"
"seq.5346.24","CPNE1:C2; 1 and 2","Copine-1:Ca2+-dependent membrane-targeting module domains 1 and 2","CPNE1","Q99829"
"seq.5347.59","Cyclin B1","G2/mitotic-specific cyclin-B1","CCNB1","P14635"
"seq.5349.69","DLL1","Delta-like protein 1","DLL1","O00548"
"seq.5350.14","GPC6","Glypican-6","GPC6","Q9Y625"
"seq.5351.52","hnRNP A2/B1","Heterogeneous nuclear ribonucleoproteins A2/B1","HNRNPA2B1","P22626"
"seq.5352.11","HVEM","Tumor necrosis factor receptor superfamily member 14","TNFRSF14","Q92956"
"seq.5353.89","IL-1Ra","Interleukin-1 receptor antagonist protein","IL1RN","P18510"
"seq.5354.11","Keratin 18","Keratin; type I cytoskeletal 18","KRT18","P05783"
"seq.5355.69","LIGHT","Tumor necrosis factor ligand superfamily member 14","TNFSF14","O43557"
"seq.5356.2","MIF","Macrophage migration inhibitory factor","MIF","P14174"
"seq.5357.60","NLGNX","Neuroligin-4; X-linked","NLGN4X","Q8N0W4"
"seq.5358.3","OMD","Osteomodulin","OMD","Q99983"
"seq.5359.65","PIM1","Serine/threonine-protein kinase pim-1","PIM1","P11309"
"seq.5360.9","PKB beta","RAC-beta serine/threonine-protein kinase","AKT2","P31751"
"seq.5363.51","Semaphorin 3E","Semaphorin-3E","SEMA3E","O15041"
"seq.5364.7","SET","Protein SET","SET","Q01105"
"seq.5383.14","BAFF Receptor","Tumor necrosis factor receptor superfamily member 13C","TNFRSF13C","Q96RJ3"
"seq.5384.67","BRF-1","Transcription factor IIIB 90 kDa subunit","BRF1","Q92994"
"seq.5392.73","Fas; soluble","Tumor necrosis factor receptor superfamily member 6","FAS","P25445"
"seq.5400.52","sLeptin R","Leptin receptor; soluble","LEPR","P48357"
"seq.5404.53","DR6","Tumor necrosis factor receptor superfamily member 21","TNFRSF21","O75509"
"seq.5410.53","CAD15:ECD","Cadherin-15:Extracellular domain","CDH15","P55291"
"seq.5412.53","CD27","CD27 antigen","CD27","P26842"
"seq.5424.55","RANK","Tumor necrosis factor receptor superfamily member 11A","TNFRSF11A","Q9Y6Q6"
"seq.5430.66","SHPS1","Tyrosine-protein phosphatase non-receptor type substrate 1","SIRPA","P78324"
"seq.5437.63","FABP","Fatty acid-binding protein; heart","FABP3","P05413"
"seq.5440.26","Troponin I; skeletal; fast twitch","Troponin I; fast skeletal muscle","TNNI2","P48788"
"seq.5441.67","Troponin I","Troponin I; cardiac muscle","TNNI3","P19429"
"seq.5443.62","ANP","Atrial natriuretic factor","NPPA","P01160"
"seq.5451.1","ALCAM","CD166 antigen","ALCAM","Q13740"
"seq.5452.71","ASGR1","Asialoglycoprotein receptor 1","ASGR1","P07306"
"seq.5456.59","CNDP1","Beta-Ala-His dipeptidase","CNDP1","Q96KN2"
"seq.5459.33","CYTN","Cystatin-SN","CST1","P01037"
"seq.5460.60","DEAD-box protein 19B","ATP-dependent RNA helicase DDX19B","DDX19B","Q9UMR2"
"seq.5462.62","Ficolin-3","Ficolin-3","FCN3","O75636"
"seq.5463.22","GAS1","Growth arrest-specific protein 1","GAS1","P54826"
"seq.5464.52","GRB2 adapter protein","Growth factor receptor-bound protein 2","GRB2","P62993"
"seq.5465.32","H6ST1","Heparan-sulfate 6-O-sulfotransferase 1","HS6ST1","O60243"
"seq.5467.15","HSP 90b","Heat shock protein HSP 90-beta","HSP90AB1","P08238"
"seq.5468.67","IL-17 RC","Interleukin-17 receptor C","IL17RC","Q8NAC3"
"seq.5475.10","PKC-B-II","Protein kinase C beta type (splice variant beta-II)","PRKCB","P05771"
"seq.5476.66","PKC-G","Protein kinase C gamma type","PRKCG","P05129"
"seq.5478.50","PSMA","Glutamate carboxypeptidase 2","FOLH1","Q04609"
"seq.5480.49","RANTES","C-C motif chemokine 5","CCL5","P13501"
"seq.5481.16","RASA1","Ras GTPase-activating protein 1","RASA1","P20936"
"seq.5483.1","RGMA","Repulsive guidance molecule A","RGMA","Q96B86"
"seq.5484.63","RS3A","40S ribosomal protein S3a","RPS3A","P61247"
"seq.5486.73","sICAM-2","Intercellular adhesion molecule 2","ICAM2","P13598"
"seq.5487.7","SLAF7","SLAM family member 7","SLAMF7","Q9NQ25"
"seq.5490.53","Testican-1","Testican-1","SPOCK1","Q08629"
"seq.5491.12","Testican-2","Testican-2","SPOCK2","Q92563"
"seq.5493.17","WNK3","Serine/threonine-protein kinase WNK3","WNK3","Q9BYP7"
"seq.5494.52","RUXF","Small nuclear ribonucleoprotein F","SNRPF","P62306"
"seq.5496.49","Spondin-1","Spondin-1","SPON1","Q9HCB6"
"seq.5508.62","Cathepsin D","Cathepsin D","CTSD","P07339"
"seq.5509.7","EGF:ECD","Epidermal growth factor:Extracellular domain","EGF","P01133"
"seq.5526.53","GITR","Tumor necrosis factor receptor superfamily member 18","TNFRSF18","Q9Y5U5"
"seq.5534.49","TRAIL R2:ECD","Tumor necrosis factor receptor superfamily member 10B:Extracellular domain; TNFR-Cys domains 1-3","TNFRSF10B","O14763"
"seq.5542.22","NRP1","Neuropilin-1","NRP1","O14786"
"seq.5581.28","FGL1","Fibrinogen-like protein 1","FGL1","Q08830"
"seq.5583.62","RYK","Tyrosine-protein kinase RYK","RYK","P34925"
"seq.5584.21","Holo-TC II","Holo-Transcobalamin-2","TCN2","P20062"
"seq.5586.66","MINP1","Multiple inositol polyphosphate phosphatase 1","MINPP1","Q9UNW1"
"seq.5587.3","CC134","Coiled-coil domain-containing protein 134","CCDC134","Q9H6E4"
"seq.5590.11","ZPLD1","Zona pellucida-like domain-containing protein 1","ZPLD1","Q8TCW7"
"seq.5593.11","PDIA5","Protein disulfide-isomerase A5","PDIA5","Q14554"
"seq.5594.87","MESD2","LDLR chaperone MESD","MESD","Q14696"
"seq.5598.3","GREM2","Gremlin-2","GREM2","Q9H772"
"seq.5599.88","PCYXL","Prenylcysteine oxidase-like","PCYOX1L","Q8NBM8"
"seq.5601.2","PGRP-L","N-acetylmuramoyl-L-alanine amidase","PGLYRP2","Q96PD5"
"seq.5602.62","RNS10","Inactive ribonuclease-like protein 10","RNASE10","Q5GAN6"
"seq.5604.30","HPSE","Heparanase","HPSE","Q9Y251"
"seq.5605.77","MFNG","Beta-1;3-N-acetylglucosaminyltransferase manic fringe","MFNG","O00587"
"seq.5606.24","MFAP1","Microfibrillar-associated protein 1","MFAP1","P55081"
"seq.5609.92","F19A5","Protein FAM19A5","TAFA5","Q7Z5A7"
"seq.5610.32","CJ038","Protein FAM171A1","FAM171A1","Q5VUB5"
"seq.5611.56","D108B","Beta-defensin 108B","DEFB108B","Q8NET1"
"seq.5612.16","HINT2","Histidine triad nucleotide-binding protein 2; mitochondrial","HINT2","Q9BX68"
"seq.5613.75","NTAL","Linker for activation of T-cells family member 2","LAT2","Q9GZY6"
"seq.5614.44","CRH","Corticoliberin","CRH","P06850"
"seq.5615.62","F172A","Protein FAM172A","FAM172A","Q8WUF8"
"seq.5617.41","NPFF","Pro-FMRFamide-related neuropeptide FF","NPFF","O15130"
"seq.5620.13","AMD","Peptidyl-glycine alpha-amidating monooxygenase","PAM","P19021"
"seq.5621.64","THSD1","Thrombospondin type-1 domain-containing protein 1","THSD1","Q9NS62"
"seq.5623.11","CLM1","CMRF35-like molecule 1","CD300LF","Q8TDQ1"
"seq.5626.20","CTRC","Chymotrypsin-C","CTRC","Q99895"
"seq.5627.53","GON1","Progonadoliberin-1","GNRH1","P01148"
"seq.5628.21","SEM3G","Semaphorin-3G","SEMA3G","Q9NS98"
"seq.5629.58","NKG2A","NKG2-A/NKG2-B type II integral membrane protein","KLRC1","P26715"
"seq.5631.83","MOTI","Promotilin","MLN","P12872"
"seq.5632.6","CRAC1","Cartilage acidic protein 1","CRTAC1","Q9NQ79"
"seq.5633.65","ILT-4","Leukocyte immunoglobulin-like receptor subfamily B member 2","LILRB2","Q8N423"
"seq.5634.39","OFUT1","GDP-fucose protein O-fucosyltransferase 1","POFUT1","Q9H488"
"seq.5635.66","TREM2","Triggering receptor expressed on myeloid cells 2","TREM2","Q9NZC2"
"seq.5636.10","MFAP4","Microfibril-associated glycoprotein 4","MFAP4","P55083"
"seq.5637.81","NTNG1","Netrin-G1","NTNG1","Q9Y2I2"
"seq.5638.23","GT251","Procollagen galactosyltransferase 1","COLGALT1","Q8NBJ5"
"seq.5639.49","NETO1","Neuropilin and tolloid-like protein 1","NETO1","Q8TDF5"
"seq.5643.2","LCN8","Epididymal-specific lipocalin-8","LCN8","Q6JVE9"
"seq.5644.60","RNAS4","Ribonuclease 4","RNASE4","P34096"
"seq.5646.20","RNAS6","Ribonuclease K6","RNASE6","Q93091"
"seq.5648.28","CTRB2","Chymotrypsinogen B2","CTRB2","Q6GPI1"
"seq.5649.83","PSG4","Pregnancy-specific beta-1-glycoprotein 4","PSG4","Q00888"
"seq.5650.9","PDIA6","Protein disulfide-isomerase A6","PDIA6","Q15084"
"seq.5651.50","PSG7","Putative pregnancy-specific beta-1-glycoprotein 7","PSG7","Q13046"
"seq.5653.23","PRS37","Probable inactive serine protease 37","PRSS37","A4D1T9"
"seq.5654.70","TMX3","Protein disulfide-isomerase TMX3","TMX3","Q96JJ7"
"seq.5656.53","PP11","Poly(U)-specific endoribonuclease","ENDOU","P21128"
"seq.5657.28","SIA4A","CMP-N-acetylneuraminate-beta-galactosamide-alpha-2;3-sialyltransferase 1","ST3GAL1","Q11201"
"seq.5658.64","coagulation factor XIII B","Coagulation factor XIII B chain","F13B","P05160"
"seq.5659.11","TRH","Pro-Thyrotropin-releasing hormone","TRH","P20396"
"seq.5660.51","SOD3","Extracellular superoxide dismutase [Cu-Zn]","SOD3","P08294"
"seq.5663.18","PF4V","Platelet factor 4 variant","PF4V1","P10720"
"seq.5664.57","D106A","Beta-defensin 106","DEFB106A","Q8N104"
"seq.5666.64","IL-1 sRII","Interleukin-1 receptor type 2","IL1R2","P27930"
"seq.5667.3","SEM3B","Semaphorin-3B","SEMA3B","Q13214"
"seq.5668.49","AGR3","Anterior gradient protein 3","AGR3","Q8TD06"
"seq.5669.26","SIRB2","Signal-regulatory protein beta-2","SIRPB2","Q5JXA9"
"seq.5671.1","Chymotrypsin","Chymotrypsinogen B","CTRB1","P17538"
"seq.5675.6","Tenascin","Tenascin","TNC","P24821"
"seq.5676.54","ASIP","Agouti-signaling protein","ASIP","P42127"
"seq.5677.15","CB066","Uncharacterized protein C2orf66","C2orf66","Q6UXQ4"
"seq.5679.16","HBD-3","Beta-defensin 103","DEFB103A","P81534"
"seq.5680.54","OBP2B","Odorant-binding protein 2b","OBP2B","Q9NPH6"
"seq.5682.13","VASN","Vasorin","VASN","Q6EMK4"
"seq.5687.5","GLU2B","Glucosidase 2 subunit beta","PRKCSH","P14314"
"seq.5688.65","CBLN4","Cerebellin-4","CBLN4","Q9NTU7"
"seq.5690.49","TUFT1","Tuftelin","TUFT1","Q9NNX1"
"seq.5691.2","CRLD2","Cysteine-rich secretory protein LCCL domain-containing 2","CRISPLD2","Q9H0B8"
"seq.5692.79","TNF-a","Tumor necrosis factor","TNF","P01375"
"seq.5693.6","REG1B","Lithostathine-1-beta","REG1B","P48304"
"seq.5694.57","SMOC1","SPARC-related modular calcium-binding protein 1","SMOC1","Q9H4F8"
"seq.5695.5","SPLC2","BPI fold-containing family A member 2","BPIFA2","Q96DR5"
"seq.5698.60","Tenascin-X","Tenascin-X","TNXB","P22105"
"seq.5699.19","CI061","Protein FAM189A2","FAM189A2","Q15884"
"seq.5701.81","Tetranectin","Tetranectin","CLEC3B","P05452"
"seq.5703.26","NOE1","Noelin","OLFM1","Q99784"
"seq.5704.74","Granzyme M","Granzyme M","GZMM","P51124"
"seq.5707.55","ELK3","ETS domain-containing protein Elk-3","ELK3","P41970"
"seq.5708.1","LEAP2","Liver-expressed antimicrobial peptide 2","LEAP2","Q969E1"
"seq.5713.9","IFN-lambda 3","Interferon lambda-3","IFNL3","Q8IZI9"
"seq.5714.88","IFNA6","Interferon alpha-6","IFNA6","P05013"
"seq.5715.4","ABHEA","Protein ABHD14A","ABHD14A","Q9BUJ0"
"seq.5716.49","CSAG1","Putative chondrosarcoma-associated gene 1 protein","CSAG1","Q6PB30"
"seq.5717.2","CILP","Cartilage intermediate layer protein 1","CILP","O75339"
"seq.5719.66","CI061","Protein FAM189A2","FAM189A2","Q15884"
"seq.5721.1","CD226","CD226 antigen","CD226","Q15762"
"seq.5722.78","Prolylcarboxypeptidase","Lysosomal Pro-X carboxypeptidase","PRCP","P42785"
"seq.5723.4","INSL3","Insulin-like 3","INSL3","P51460"
"seq.5724.58","SBSN","Suprabasin","SBSN","Q6UWP8"
"seq.5725.1","OMD","Osteomodulin","OMD","Q99983"
"seq.5726.49","SG11A","Sperm-associated antigen 11A","SPAG11A","Q6PDA7"
"seq.5727.35","B3GLT","Beta-1;3-glucosyltransferase","B3GLCT","Q6Y288"
"seq.5728.60","FCRL1","Fc receptor-like protein 1","FCRL1","Q96LA6"
"seq.5729.27","SOST","Sclerostin","SOST","Q9BQB4"
"seq.5730.60","BRAK","C-X-C motif chemokine 14","CXCL14","O95715"
"seq.5731.1","ISK6","Serine protease inhibitor Kazal-type 6","SPINK6","Q6UWN8"
"seq.5733.61","IFN10","Interferon alpha-10","IFNA10","P01566"
"seq.5734.13","nectin-4","Nectin-4","NECTIN4","Q96NY8"
"seq.5735.54","C1GLC","C1GALT1-specific chaperone 1","C1GALT1C1","Q96EU7"
"seq.5736.1","TRML2","Trem-like transcript 2 protein","TREML2","Q5T2D2"
"seq.5737.61","SEM4D","Semaphorin-4D","SEMA4D","Q92854"
"seq.5738.25","Tenascin","Tenascin","TNC","P24821"
"seq.5739.75","KTDAP","Keratinocyte differentiation-associated protein","KRTDAP","P60985"
"seq.5740.17","ROBO1","Roundabout homolog 1","ROBO1","Q9Y6N7"
"seq.5741.55","ECP","Eosinophil cationic protein","RNASE3","P12724"
"seq.5742.14","PPA6","Lysophosphatidic acid phosphatase type 6","ACP6","Q9NPH0"
"seq.5743.82","CART","Cocaine- and amphetamine-regulated transcript protein","CARTPT","Q16568"
"seq.5744.12","CA056","Protein MENT","MENT","Q9BUN1"
"seq.5745.64","PI15","Peptidase inhibitor 15","PI15","O43692"
"seq.5746.37","EFNB1","Ephrin-B1","EFNB1","P98172"
"seq.5747.67","Osteocalcin","Osteocalcin","BGLAP","P02818"
"seq.5748.20","Acid ceramidase","Acid ceramidase","ASAH1","Q13510"
"seq.5749.53","COL","Colipase","CLPS","P04118"
"seq.5751.14","HCCR-1","LETM1 domain-containing protein 1","LETMD1","Q6P1Q0"
"seq.5752.63","SUSD3","Sushi domain-containing protein 3","SUSD3","Q96L08"
"seq.5754.76","INSL6","Insulin-like peptide INSL6","INSL6","Q9Y581"
"seq.5755.29","GIP","Gastric inhibitory polypeptide","GIP","P09681"
"seq.5756.66","PAPP2","Pappalysin-2","PAPPA2","Q9BXP8"
"seq.5757.45","GNAS3","Neuroendocrine secretory protein 55","GNAS","O95467"
"seq.5758.49","kallikrein 9","Kallikrein-9","KLK9","Q9UKQ9"
"seq.5759.10","Ephrin-A3","Ephrin-A3","EFNA3","P52797"
"seq.5762.35","Sperm-associated antigen 11","Sperm-associated antigen 11B","SPAG11B","Q08648"
"seq.5763.67","HBD-4","Beta-defensin 104","DEFB104A","Q8WTQ1"
"seq.5764.4","GALT2","Polypeptide N-acetylgalactosaminyltransferase 2","GALNT2","Q10471"
"seq.5765.53","DB121","Beta-defensin 121","DEFB121","Q5J5C9"
"seq.5792.8","AFP","alpha-Fetoprotein","AFP","P02771"
"seq.5798.3","BID","BH3-interacting domain death agonist","BID","P55957"
"seq.5801.72","b-NGF","beta-nerve growth factor","NGF","P01138"
"seq.5803.24","C3d","Complement C3d fragment","C3","P01024"
"seq.5807.77","CD70","CD70 antigen","CD70","P32970"
"seq.5810.25","Cripto","Teratocarcinoma-derived growth factor 1","TDGF1","P13385"
"seq.5813.58","Epo","Erythropoietin","EPO","P01588"
"seq.5822.22","GDNF","Glial cell line-derived neurotrophic factor","GDNF","P39905"
"seq.5825.49","IFN-g R1","Interferon gamma receptor 1","IFNGR1","P15260"
"seq.5834.18","IL-9","Interleukin-9","IL9","P15248"
"seq.5837.49","LIF sR","Leukemia inhibitory factor receptor","LIFR","P42702"
"seq.5843.60","NG36","Histone-lysine N-methyltransferase EHMT2","EHMT2","Q96KQ7"
"seq.5846.24","Noggin","Noggin","NOG","Q13253"
"seq.5852.6","S100A12","Protein S100-A12","S100A12","P80511"
"seq.5854.60","tau","Microtubule-associated protein tau","MAPT","P10636"
"seq.5858.6","14-3-3 protein zeta/delta","14-3-3 protein zeta/delta","YWHAZ","P63104"
"seq.5861.78","3HAO","3-hydroxyanthranilate 3;4-dioxygenase","HAAO","P46952"
"seq.5864.10","aldolase A","Fructose-bisphosphate aldolase A","ALDOA","P04075"
"seq.5867.60","ARGI1","Arginase-1","ARG1","P05089"
"seq.5870.23","BAD","Bcl2-associated agonist of cell death","BAD","Q92934"
"seq.5879.51","Dynactin subunit 2","Dynactin subunit 2","DCTN2","Q13561"
"seq.5882.34","EF-1-beta","Elongation factor 1-beta","EEF1B2","P24534"
"seq.5885.55","eIF-4H","Eukaryotic translation initiation factor 4H","EIF4H","Q15056"
"seq.5888.29","eIF-5A-1","Eukaryotic translation initiation factor 5A-1","EIF5A","P63241"
"seq.5897.58","Gastrin-releasing peptide","Gastrin-releasing peptide","GRP","P07492"
"seq.5900.11","HINT1","Histidine triad nucleotide-binding protein 1","HINT1","P49773"
"seq.5903.91","HSP70 protein 8","Heat shock cognate 71 kDa protein","HSPA8","P11142"
"seq.5909.51","Nucleoside diphosphate kinase A","Nucleoside diphosphate kinase A","NME1","P15531"
"seq.5915.58","PEX5","Peroxisomal targeting signal 1 receptor","PEX5","P50542"
"seq.5918.5","PSME1","Proteasome activator complex subunit 1","PSME1","Q06323"
"seq.5927.4","WISP-3","WNT1-inducible-signaling pathway protein 3","CCN6","O95389"
"seq.5930.54","Troponin I","Troponin I; cardiac muscle","TNNI3","P19429"
"seq.5934.1","Ferritin","Ferritin","FTH1|FTL","P02794|P02792"
"seq.5936.53","TNF-a","Tumor necrosis factor","TNF","P01375"
"seq.5939.42","TWEAK","Tumor necrosis factor ligand superfamily member 12","TNFSF12","O43508"
"seq.5947.90","Tpo","Thrombopoietin","THPO","P40225"
"seq.5954.62","PTH","Parathyroid hormone","PTH","P01270"
"seq.5957.30","Somatostatin-28","Somatostatin-28","SST","P61278"
"seq.5963.9","Dermokine","Dermokine","DMKN","Q6E0U4"
"seq.5970.61","LECT2","Leukocyte cell-derived chemotaxin-2","LECT2","O14960"
"seq.5980.55","BOLA3","BolA-like protein 3","BOLA3","Q53S33"
"seq.5981.6","ES1","ES1 protein homolog; mitochondrial","GATD3","P0DPI2"
"seq.5982.50","FHR1","Complement factor H-related protein 1","CFHR1","Q03591"
"seq.5988.49","LIGHT","Tumor necrosis factor ligand superfamily member 14","TNFSF14","O43557"
"seq.5992.50","CD8A","T-cell surface glycoprotein CD8 alpha chain","CD8A","P01732"
"seq.6003.28","NEUR1","Sialidase-1","NEU1","Q99519"
"seq.6019.12","C1T9A","Complement C1q and tumor necrosis factor-related protein 9A","C1QTNF9","P0C862"
"seq.6022.57","NELL2","Protein kinase C-binding protein NELL2","NELL2","Q99435"
"seq.6024.68","CBPE","Carboxypeptidase E","CPE","P16870"
"seq.6027.31","REL3","Relaxin-3","RLN3","Q8WXF3"
"seq.6035.2","SIAT1","Beta-galactoside alpha-2;6-sialyltransferase 1","ST6GAL1","P15907"
"seq.6036.78","EPHAA","Ephrin type-A receptor 10","EPHA10","Q5JZY3"
"seq.6039.24","CRHBP","Corticotropin-releasing factor-binding protein","CRHBP","P24387"
"seq.6042.52","Tenascin","Tenascin","TNC","P24821"
"seq.6049.64","PTPRS","Receptor-type tyrosine-protein phosphatase S","PTPRS","Q13332"
"seq.6054.6","NXPH3","Neurexophilin-3","NXPH3","O95157"
"seq.6060.2","PIP","Prolactin-inducible protein","PIP","P12273"
"seq.6069.71","SUMF2","Sulfatase-modifying factor 2","SUMF2","Q8NBJ7"
"seq.6075.61","Hexosaminidase B","Beta-hexosaminidase subunit beta","HEXB","P07686"
"seq.6077.63","CECR1","Adenosine deaminase CECR1","ADA2","Q9NZK5"
"seq.6079.59","ACPL2","2-phosphoxylose phosphatase 1","PXYLP1","Q8TE99"
"seq.6081.52","PCOC2","Procollagen C-endopeptidase enhancer 2","PCOLCE2","Q9UKZ9"
"seq.6086.15","CRDL2","Chordin-like protein 2","CHRDL2","Q6WN34"
"seq.6103.70","FCRL5","Fc receptor-like protein 5","FCRL5","Q96RD9"
"seq.6104.1","FGRL1","Fibroblast growth factor receptor-like 1","FGFRL1","Q8N441"
"seq.6107.3","ELA1","Chymotrypsin-like elastase family member 1","CELA1","Q9UNI1"
"seq.6113.31","Endothelin 3","Endothelin-3","EDN3","P14138"
"seq.6117.4","HSP 70","Heat shock 70 kDa protein 1A","HSPA1A","P0DMV8"
"seq.6119.14","MAMC2","MAM domain-containing protein 2","MAMDC2","Q7Z304"
"seq.6123.69","p53","Cellular tumor antigen p53","TP53","P04637"
"seq.6151.18","MP2K3","Dual specificity mitogen-activated protein kinase kinase 3","MAP2K3","P46734"
"seq.6168.11","p53 R175H","Cellular tumor antigen p53 R175H mutant","TP53","P04637"
"seq.6172.7","PolyUbiquitin K63","PolyUbiquitin K63-linked","UBC","P0CG48"
"seq.6207.10","prosaposin","Prosaposin","PSAP","P07602"
"seq.6209.2","ABP1","Amiloride-sensitive amine oxidase [copper-containing]","AOC1","P19801"
"seq.6210.100","IFNA5","Interferon alpha-5","IFNA5","P01569"
"seq.6213.10","CGB2","Choriogonadotropin subunit beta variant 2","CGB2","Q6NT52"
