AptName,TargetFullName,Target,UniProt,logFC,AveExpr,t,P.Value,adj.P.Val,B
seq.10675.223,Thioredoxin-related transmembrane protein 2,TMX2,Q9Y320,-0.127285456,7.236318667,-0.45968495,0.65094378,0.982436854,-4.742142074
seq.5193.51,GTPase KRas,K-ras,P01116,0.034247951,10.27236636,0.459571815,0.651023547,0.982436854,-4.742158342
seq.8644.46,Cathepsin H,Cathepsin H,P09668,0.108406885,12.422348,0.459461921,0.651101033,0.982436854,-4.74217414
seq.23292.1,Centrosomal protein of 112 kDa,CE112,Q8N8E3,0.050325717,8.982847439,0.45943198,0.651122146,0.982436854,-4.742178444
seq.5954.62,Parathyroid hormone,PTH,P01270,0.197606079,10.83727828,0.459327033,0.651196149,0.982436854,-4.742193527
seq.2917.3,Tumor necrosis factor ligand superfamily member 11,sRANKL,O14788,0.072176468,10.25262404,0.458813499,0.65155832,0.982436854,-4.742267282
seq.12803.9,Zinc finger protein 329,ZN329,Q86UD4,0.033225395,9.868172111,0.458766379,0.651591556,0.982436854,-4.742274046
seq.3052.8,Tumor necrosis factor ligand superfamily member 6; soluble form,Fas ligand; soluble,P48023,-0.160968489,10.328718,-0.458438104,0.651823124,0.982436854,-4.742321147
seq.8285.64,Pituitary adenylate cyclase-activating polypeptide,PACA,P18509,-0.158164514,8.789800002,-0.45790126,0.652201899,0.982436854,-4.742398105
seq.23699.61,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex; mitochondrial,ODO2,P36957,-0.051683844,8.991834459,-0.45772063,0.652329365,0.982436854,-4.74242398
seq.15384.15,Klotho,KLOTHO,Q9UEF7,0.118591853,11.11238999,0.457168918,0.652718763,0.982436854,-4.742502948
seq.5738.25,Tenascin,Tenascin,P24821,0.072320555,12.86743788,0.457051573,0.652801599,0.982436854,-4.742519733
seq.9443.137,Cathepsin K,cathepsin K,P43235,-0.071399229,9.281463144,-0.45692186,0.652893169,0.982436854,-4.742538281
seq.23529.11,StAR-related lipid transfer protein 7; mitochondrial,STAR7,Q9NQZ5,-0.049470571,8.768576911,-0.456920734,0.652893965,0.982436854,-4.742538442
seq.9578.263,MANSC domain-containing protein 4,MANS4,A6NHS7,-0.062692642,9.285226958,-0.456912752,0.6528996,0.982436854,-4.742539583
seq.12876.39,Sperm flagellar protein 1,SPEF1,Q9Y4P9,-0.103079938,8.29228446,-0.456802594,0.652977371,0.982436854,-4.742555331
seq.6383.90,Tolloid-like protein 1,TLL1,O43897,-0.144099074,11.42405047,-0.456749253,0.653015031,0.982436854,-4.742562955
seq.21120.3,Mimitin; mitochondrial,MIMIT,Q8N183,-0.098777829,10.08713672,-0.456646142,0.653087833,0.982436854,-4.742577691
seq.13490.1,MAGUK p55 subfamily member 6,MPP6,Q9NZW5,-0.056807812,10.9400385,-0.456260817,0.653359924,0.982436854,-4.742632729
seq.24473.11,Cancer/testis antigen family 45 member A3,CT453,Q8NHU0,-0.031627856,9.123638211,-0.455708582,0.653749962,0.982436854,-4.742711529
seq.7922.5,Adrenomedullin,Adrenomedullin,P35318,-0.080933302,9.94021112,-0.455478359,0.653912596,0.982436854,-4.742744353
seq.8297.8,DnaJ homolog subfamily C member 10,DJC10,Q8IXB1,0.066522766,11.77846054,0.455010743,0.654242985,0.982436854,-4.742810975
seq.24263.6,Occludin,OCLN,Q16625,-0.049496315,10.01662728,-0.455006374,0.654246071,0.982436854,-4.742811597
seq.3373.5,Granzyme H,Granzyme H,P20718,-0.051038799,9.636080134,-0.454928303,0.654301239,0.982436854,-4.742822713
seq.25926.29,LIM domain-binding protein 1,LDB1,Q86U70,-0.080323615,9.988274402,-0.454579325,0.654547862,0.982436854,-4.742872381
seq.6929.10,Sia-alpha-2;3-Gal-beta-1;4-GlcNAc-R:alpha 2;8-sialyltransferase,SIA8C,O43173,0.039195512,8.761383389,0.454385691,0.654684722,0.982436854,-4.742899924
seq.7056.16,4F2 cell-surface antigen heavy chain:Extracellular domain,4F2:ECD,P08195,-0.138480883,9.817570759,-0.454286843,0.654754592,0.982436854,-4.74291398
seq.18321.38,Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase; mitochondrial,MTDC,P13995,-0.122013164,7.990661583,-0.454199149,0.65481658,0.982436854,-4.742926447
seq.19242.21,Prefoldin subunit 1,PFD1,O60925,-0.047679341,10.79190036,-0.453347507,0.655418717,0.982436854,-4.743047403
seq.22834.21,Probable palmitoyltransferase ZDHHC4,ZDHC4,Q9NPG8,-0.063523091,10.26125387,-0.453141043,0.65556473,0.982436854,-4.743076694
seq.9550.153,Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 2,TTC17:TPR2,Q96AE7,0.054919986,8.847632912,0.453112292,0.655585064,0.982436854,-4.743080772
seq.13678.169,Complement factor D,Factor D,P00746,0.112315744,14.2979827,0.453038134,0.655637513,0.982436854,-4.743091288
seq.13693.5,Cerebral dopamine neurotrophic factor,ARMEL,Q49AH0,-0.099952602,10.52345107,-0.452992403,0.655669858,0.982436854,-4.743097773
seq.19108.50,Methyl-CpG-binding protein 2,MECP2,P51608,-0.04252428,9.161606224,-0.452962323,0.655691133,0.982436854,-4.743102038
seq.6430.36,Protein FAM19A2,F19A2,Q8N3H0,-0.049321877,8.884505605,-0.452558227,0.655976978,0.982436854,-4.743159307
seq.14583.49,Growth/differentiation factor 8,Myostatin,O14793,0.059055873,9.243097849,0.452336138,0.6561341,0.982436854,-4.743190761
seq.5722.78,Lysosomal Pro-X carboxypeptidase,Prolylcarboxypeptidase,P42785,0.284829266,13.17261129,0.45224785,0.656196566,0.982436854,-4.743203261
seq.23336.2,Putative potassium channel regulatory protein,KCNRG,Q8N5I3,-0.156861831,10.11488036,-0.452016502,0.656360263,0.982436854,-4.743236004
seq.10939.16,Pleckstrin homology domain-containing family A member 4,PKHA4,Q9H4M7,0.073333071,9.262817222,0.45182565,0.656495319,0.982436854,-4.743263003
seq.21344.31,Dimethyladenosine transferase 1; mitochondrial,TFB1M,Q8WVM0,-0.095189848,8.294336444,-0.451189878,0.656945309,0.982436854,-4.743352866
seq.3603.60,C-type lectin domain family 7 member A,CLC7A,Q9BXN2,0.054166369,10.79933068,0.451065709,0.65703321,0.982436854,-4.743370402
seq.6611.8,KDEL motif-containing protein 1,KDEL1,Q6UW63,-0.128460192,9.370713336,-0.450549244,0.657398876,0.982436854,-4.743443292
seq.18315.38,Receptor-transporting protein 4,RTP4,Q96DX8,-0.200859727,9.652329752,-0.450354594,0.657536715,0.982436854,-4.743470742
seq.3067.67,Growth/differentiation factor 9,GDF-9,O60383,-0.04775729,10.11580442,-0.450322036,0.657559772,0.982436854,-4.743475332
seq.14334.3,Recoverin,RECO,P35243,-0.040810566,8.971997753,-0.450182482,0.657658604,0.982436854,-4.743495005
seq.20540.65,Semaphorin-4G,SEM4G,Q9NTN9,0.098418618,11.86211506,0.450087395,0.657725949,0.982436854,-4.743508405
seq.18255.6,NADH-cytochrome b5 reductase 1,NB5R1,Q9UHQ9,0.03521464,10.91559507,0.449775902,0.657946583,0.982436854,-4.743552284
seq.19270.26,Tyrosine--tRNA ligase; cytoplasmic,SYYC,P54577,0.116130801,11.38982347,0.449603732,0.658068546,0.982436854,-4.743576525
seq.22534.14,Serine/threonine-protein phosphatase 4 catalytic subunit,PP4C,P60510,-0.106306567,12.38902454,-0.449594626,0.658074997,0.982436854,-4.743577807
seq.9783.75,DnaJ homolog subfamily C member 11,DJC11,Q9NVH1,-0.042188834,10.89737505,-0.44946592,0.658166178,0.982436854,-4.743595922
seq.15310.61,Protein regulator of cytokinesis 1,PRC1,O43663,0.045996108,11.39616118,0.448956263,0.658527294,0.982436854,-4.743667605
seq.21691.27,Leucine-rich repeat and fibronectin type-III domain-containing protein 3,LRFN3,Q9BTN0,-0.073456847,10.06105774,-0.448745621,0.65867657,0.982436854,-4.743697209
seq.23519.91,Transmembrane protein 221,TM221,A6NGB7,-0.125740156,9.722450825,-0.448729521,0.65868798,0.982436854,-4.743699471
seq.24469.10,Phosphatidate phosphatase LPIN1,LPIN1,Q14693,-0.167126258,10.97719065,-0.448716054,0.658697524,0.982436854,-4.743701364
seq.9459.7,Tumor necrosis factor receptor superfamily member 6,Fas; soluble,P25445,-0.091205748,11.7065998,-0.448052415,0.659167927,0.982436854,-4.743794539
seq.7648.9,Myosin-binding protein C; slow-type,MYPC1,Q00872,0.145096855,11.80420118,0.447762363,0.659373567,0.982436854,-4.74383522
seq.8250.2,Receptor-type tyrosine-protein phosphatase eta,PTPRJ,Q12913,-0.099053198,10.37362721,-0.447651117,0.659452446,0.982436854,-4.743850817
seq.8535.102,Dermokine,Dermokine,Q6E0U4,0.054886688,11.86007833,0.447567487,0.659511746,0.982436854,-4.743862539
seq.7909.37,Sex hormone-binding globulin,SHBG,P04278,-0.129554898,15.87102947,-0.447310415,0.659694045,0.982436854,-4.743898559
seq.8828.21,Epithelial splicing regulatory protein 1,ESRP1,Q6NXG1,0.02673253,11.07072234,0.447294102,0.659705614,0.982436854,-4.743900844
seq.3010.53,Thymic stromal lymphopoietin,TSLP,Q969D9,-0.052373548,9.581813311,-0.446646948,0.660164634,0.982436854,-4.743991428
seq.6998.106,Aspartyl/asparaginyl beta-hydroxylase,HAAH,Q12797,0.047807616,11.19710824,0.44627237,0.660430381,0.982436854,-4.744043801
seq.5246.64,cGMP-dependent 3';5'-cyclic phosphodiesterase,cGMP-stimulated PDE,O00408,-0.09426512,9.456222896,-0.446192134,0.660487311,0.982436854,-4.744055014
seq.10363.13,Mothers against decapentaplegic homolog 3,SMAD3,P84022,-0.141626297,12.87982297,-0.445990994,0.660630036,0.982436854,-4.744083115
seq.15588.17,Alpha-galactosidase A,galactosidase; alpha,P06280,0.051813007,10.82579109,0.44570879,0.660830305,0.982436854,-4.744122521
seq.13985.12,E3 ubiquitin-protein ligase SMURF2,SMUF2,Q9HAU4,-0.093685476,10.29578015,-0.445673001,0.660855705,0.982436854,-4.744127516
seq.11185.145,GTP cyclohydrolase 1,GCH1,P30793,-0.134494313,10.41413836,-0.445534294,0.660954151,0.982436854,-4.744146874
seq.16079.2,Tyrosine-protein kinase Tec,TEC,P42680,-0.091269519,11.78880065,-0.445302355,0.661118782,0.982436854,-4.744179231
seq.7124.18,Interleukin-21,IL-21,Q9HBE4,-0.128928982,11.36824442,-0.445291525,0.661126469,0.982436854,-4.744180741
seq.4889.82,Protein Wnt-7a,WNT7A,O00755,0.049736342,8.812490494,0.445166538,0.661215193,0.982436854,-4.74419817
seq.2785.15,C-C motif chemokine 8,MCP-2,P80075,0.068653242,8.576180495,0.445087225,0.661271497,0.982436854,-4.744209228
seq.17346.61,Follicular dendritic cell secreted peptide,FDSCP,Q8NFU4,-0.090485266,9.471449475,-0.444979245,0.661348155,0.982436854,-4.744224279
seq.9368.64,Leucine-rich repeat and transmembrane domain-containing protein 1,LRTM1,Q9HBL6,0.034307885,9.605205315,0.444695167,0.661549848,0.982436854,-4.744263859
seq.20427.18,Mediator of RNA polymerase II transcription subunit 20,MED20,Q9H944,0.03757704,12.03781906,0.444422422,0.66174352,0.982436854,-4.744301838
seq.20516.11,Sodium channel subunit beta-3,SCN3B,Q9NY72,0.099117072,9.1209629,0.444272054,0.661850305,0.982436854,-4.744322766
seq.24956.1,N6-adenosine-methyltransferase 70 kDa subunit,MTA70,Q86U44,-0.074291808,9.534628796,-0.444264729,0.661855507,0.982436854,-4.744323785
seq.3535.84,Dickkopf-related protein 1,DKK1,O94907,0.10488168,14.17061921,0.443987132,0.662052664,0.982436854,-4.744362403
seq.24945.16,Sorting nexin-27,SNX27,Q96L92,-0.117530133,10.64952986,-0.4439757,0.662060784,0.982436854,-4.744363993
seq.11513.92,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38,P28907,0.03115017,9.56732428,0.443945526,0.662082216,0.982436854,-4.744368189
seq.21595.8,Coiled-coil domain-containing protein 43,CCD43,Q96MW1,0.070963391,12.63875631,0.443808227,0.66217974,0.982436854,-4.744387279
seq.23213.21,Uncharacterized protein C11orf70,CK070,Q9BRQ4,-0.172435193,10.7185984,-0.443488345,0.662406979,0.982436854,-4.744431732
seq.23034.13,VPS10 domain-containing receptor SorCS3,SORC3,Q9UPU3,-0.105436707,10.02397497,-0.44348272,0.662410975,0.982436854,-4.744432514
seq.24457.12,USF2,USF2,Q15853,0.038619777,10.44403332,0.443059183,0.662711901,0.982436854,-4.744491324
seq.3484.60,Angiotensinogen,Angiotensinogen,P01019,-0.144584766,13.58195614,-0.443021722,0.662738521,0.982436854,-4.744496523
seq.12437.18,Serine/threonine-protein kinase ULK3,ULK3,Q6PHR2,-0.063985677,10.16229671,-0.443012266,0.66274524,0.982436854,-4.744497836
seq.16312.45,Cadherin-6,Cadherin-6,P55285,0.13536497,11.11382389,0.443002244,0.662752362,0.982436854,-4.744499226
seq.25247.12,Armadillo repeat-containing protein 8,ARMC8,Q8IUR7,0.04094933,10.11286719,0.442020996,0.66344979,0.982436854,-4.744635252
seq.9012.1,Pre-mRNA-processing factor 6:region 1,PRP6:region 1,O94906,-0.045434541,8.566871312,-0.442007477,0.663459401,0.982436854,-4.744637125
seq.2999.6,Limbic system-associated membrane protein,LSAMP,Q13449,0.088153801,10.06235058,0.441763043,0.663633184,0.982436854,-4.744670963
seq.5654.70,Protein disulfide-isomerase TMX3,TMX3,Q96JJ7,-0.068487582,11.07814701,-0.44162103,0.663734159,0.982436854,-4.744690615
seq.13501.10,Solute carrier family 35 member G2,S35G2,Q8TBE7,-0.133658457,14.40775679,-0.441617475,0.663736686,0.982436854,-4.744691106
seq.6119.14,MAM domain-containing protein 2,MAMC2,Q7Z304,0.074631285,11.53229311,0.441400002,0.663891328,0.982436854,-4.744721188
seq.14077.6,Ficolin-3,Ficolin-3,O75636,-0.073958481,11.97371254,-0.441078102,0.664120254,0.982436854,-4.744765687
seq.20998.19,Nicotinamide riboside kinase 2; Short=NRK 2; Short=NmR-K 2; EC=2.7.1.22,NRK2,Q9NPI5,0.158415564,12.20892132,0.441066143,0.66412876,0.982436854,-4.74476734
seq.2761.49,Fibroblast growth factor 18,FGF-18,O76093,-0.081858657,8.723241641,-0.440885341,0.664257358,0.982436854,-4.74479232
seq.14616.16,Zinc finger protein 382,ZN382,Q96SR6,0.041953842,6.790130368,0.440435092,0.664577647,0.982436854,-4.744854484
seq.9907.216,Tankyrase-1,Tankyrase-1,O95271,-0.065087064,10.41935394,-0.440421417,0.664587377,0.982436854,-4.744856371
seq.3640.14,alpha-2-macroglobulin receptor-associated protein,RAP,P30533,-0.097083737,11.84217061,-0.440326568,0.664654857,0.982436854,-4.744869458
seq.11212.7,Thioredoxin domain-containing protein 5,TXND5,Q8NBS9,-0.091788579,12.5132601,-0.439217472,0.665444147,0.982436854,-4.745022288
seq.11159.14,Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain,MUL1:CD,Q969V5,-0.03376858,8.158920255,-0.439128126,0.665507748,0.982436854,-4.745034583
seq.10574.10,Beta-2-microglobulin,b2-Microglobulin,P61769,-0.220724347,11.82394272,-0.439087912,0.665536375,0.982436854,-4.745040117
seq.7825.7,Monoacylglycerol lipase ABHD12,ABD12,Q8N2K0,-0.050608805,10.38382886,-0.438964112,0.665624508,0.982436854,-4.745057148
seq.12568.14,Kelch-like ECH-associated protein 1,KEAP1,Q14145,0.05251675,7.482690692,0.438446867,0.665992786,0.982436854,-4.745128256
seq.6480.1,Soluble calcium-activated nucleotidase 1,CANT1,Q8WVQ1,0.079760402,11.10022754,0.438243691,0.666137471,0.982436854,-4.745156165
seq.5759.10,Ephrin-A3,Ephrin-A3,P52797,-0.04836624,12.0206006,-0.438071617,0.666260018,0.982436854,-4.745179792
seq.10924.258,Neuferricin,NEUFC,Q8WUJ1,0.035961601,6.926084615,0.437734048,0.666500455,0.982436854,-4.745226117
seq.19254.125,GMP reductase 1,GMPR1,P36959,-0.111205941,10.87723524,-0.437257117,0.666840218,0.982436854,-4.745291508
seq.7215.18,NADH-cytochrome b5 reductase 3,NADH-cytochrome b5 reductase,P00387,-0.06627113,11.29994904,-0.437221028,0.66686593,0.982436854,-4.745296453
seq.5096.51,Killer cell immunoglobulin-like receptor 3DL2,KI3L2,P43630,-0.052886273,9.860452622,-0.437118345,0.666939092,0.982436854,-4.745310522
seq.10767.52,G-protein coupled receptor 64,GPR64,Q8IZP9,-0.048378501,10.33076408,-0.436786927,0.667175249,0.982436854,-4.745355907
seq.21771.47,Beta-1;4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase,MGAT3,Q09327,-0.077296223,10.14374368,-0.436398394,0.667452151,0.982436854,-4.745409072
seq.3873.51,Thyroid peroxidase,TMA,P07202,0.046741816,11.65683385,0.436275795,0.667539536,0.982436854,-4.745425838
seq.3807.1,Fibroblast growth factor 23,FGF23,Q9GZV9,-0.05760839,9.579827358,-0.436071386,0.667685243,0.982436854,-4.745453782
seq.14150.7,Interleukin-36 alpha,IL-1F6,Q9UHA7,0.207995295,14.11714131,0.436055132,0.66769683,0.982436854,-4.745456004
seq.12750.9,Integrin beta-2,LFA-1 beta-2,P05107,0.076287745,11.73534587,0.435961804,0.667763362,0.982436854,-4.745468758
seq.9008.6,Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form; Extracellular domain,TMG1:Pro-form; ECD,O14668,-0.051028725,11.20991424,-0.435831055,0.667856574,0.982436854,-4.745486621
seq.22095.29,Chromobox protein homolog 2,CBX2,Q14781,-0.039983142,8.629685547,-0.435646743,0.667987981,0.982436854,-4.745511794
seq.5610.32,Protein FAM171A1,CJ038,Q5VUB5,-0.063248013,8.107233404,-0.435061601,0.668405238,0.982436854,-4.745591642
seq.14674.63,Protein kinase C and casein kinase substrate in neurons protein 3,PACN3,Q9UKS6,-0.074599268,8.661343508,-0.43490782,0.668514916,0.982436854,-4.745612609
seq.8970.9,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,O43353,0.050011488,10.29256263,0.434635445,0.668709194,0.982436854,-4.745649729
seq.21237.24,Protein-arginine deiminase type-4,PADI4,Q9UM07,0.334729385,11.8703423,0.434627002,0.668715217,0.982436854,-4.74565088
seq.9969.8,Solute carrier family 22 member 16,S22AG,Q86VW1,-0.075536822,16.54485251,-0.434116512,0.669079402,0.982436854,-4.745720389
seq.21131.109,tRNA wybutosine-synthesizing protein 5,TYW5,A2RUC4,-0.125586548,10.7089175,-0.434098582,0.669092195,0.982436854,-4.745722829
seq.13686.2,Interleukin-5 receptor subunit alpha,IL-5 Ra,Q01344,-0.121284693,11.22637171,-0.433963902,0.669188291,0.982436854,-4.745741153
seq.22810.41,TIMELESS-interacting protein,TIPIN,Q9BVW5,-0.065531408,9.252434296,-0.433894254,0.669237989,0.982436854,-4.745750627
seq.18863.176,Carbohydrate sulfotransferase 2,CHST2,Q9Y4C5,0.036663851,9.453669188,0.433888329,0.669242217,0.982436854,-4.745751433
seq.11433.11,Tectonic-2,TECT2,Q96GX1,-0.085444069,10.06777101,-0.433818461,0.669292072,0.982436854,-4.745760935
seq.12668.7,Vacuolar protein sorting-associated protein 4B,VPS4B,O75351,0.095758138,12.80955919,0.433702004,0.669375176,0.982436854,-4.745776771
seq.25238.6,Apoptosis facilitator Bcl-2-like protein 14,B2L14,Q9BZR8,-0.127559341,8.265749115,-0.433698629,0.669377585,0.982436854,-4.74577723
seq.5493.17,Serine/threonine-protein kinase WNK3,WNK3,Q9BYP7,-0.207943073,12.59635187,-0.433660532,0.669404772,0.982436854,-4.745782409
seq.8877.22,Protein eva-1 homolog C:Extracellular domain,F176C:ECD,P58658,0.050596435,11.98214108,0.433549714,0.669483857,0.982436854,-4.745797472
seq.23692.19,Acyl-CoA synthetase short-chain family member 3; mitochondrial,ACSS3,Q9H6R3,-0.063329846,10.07758382,-0.433513,0.669510059,0.982436854,-4.745802462
seq.7243.8,Interferon beta,IFN-b,P01574,-0.034454594,10.6339168,-0.433239668,0.669705143,0.982436854,-4.745839597
seq.16060.99,Nidogen-2,NID2,Q14112,-0.100373746,12.25220103,-0.433204132,0.669730508,0.982436854,-4.745844423
seq.9997.12,UBX domain-containing protein 4:Cytoplasmic domain 1,UBXN4:CD 1,Q92575,-0.112724006,12.403113,-0.433002749,0.669874258,0.982436854,-4.745871766
seq.24304.3,EF-hand calcium-binding domain-containing protein 4B,EFC4B,Q9BSW2,-0.03335711,9.923708952,-0.432950888,0.669911279,0.982436854,-4.745878806
seq.5834.18,Interleukin-9,IL-9,P15248,-0.04888628,9.030039565,-0.432920576,0.669932918,0.982436854,-4.74588292
seq.6003.28,Sialidase-1,NEUR1,Q99519,-0.066368197,9.614683139,-0.432851914,0.669981935,0.982436854,-4.745892238
seq.13439.6,IQ domain-containing protein F3,IQCF3,P0C7M6,0.091025373,12.02468461,0.432507383,0.670227913,0.982436854,-4.745938973
seq.3079.62,Retinoic acid receptor responder protein 2,TIG2,Q99969,0.073538448,12.43306892,0.432433658,0.670280553,0.982436854,-4.745948969
seq.21716.29,Alpha-(1;3)-fucosyltransferase,FUT7,Q11130,-0.073194924,9.159836727,-0.432350794,0.670339722,0.982436854,-4.745960202
seq.24654.13,Transcription cofactor HES-6,HES6,Q96HZ4,0.089727033,12.50601042,0.432175544,0.670464865,0.982436854,-4.745983953
seq.22587.37,Ephrin type-A receptor 6,EPHA6,Q9UF33,0.121229226,12.86232223,0.432035069,0.670565183,0.982436854,-4.746002983
seq.12753.6,Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 1,APBB2:PID 1,Q92870,-0.036729294,10.56500158,-0.432004137,0.670587273,0.982436854,-4.746007173
seq.8295.16,Noelin-2,NOE2,O95897,0.118927473,14.49680137,0.431659078,0.670833722,0.982436854,-4.746053891
seq.12916.3,Protein p13 MTCP-1,MTCP1,P56278,-0.204653222,10.44117067,-0.43125059,0.671125524,0.982436854,-4.74610915
seq.5178.5,High affinity cAMP-specific 3';5'-cyclic phosphodiesterase 7A,PDE7A,Q13946,-0.041888726,8.620364003,-0.431051922,0.67126746,0.982436854,-4.746136007
